datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
2019-12-07 11:41,Sat,17500,후평 2동,,,,,1,,,1,1,1,,,,,,,,,,,,,
2019-12-07 12:02,Sat,14800,퇴계동,1,1,,,,,,,,,,,,,,,,1,,,,,
2019-12-07 12:28,Sat,16100,후평 2동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-12-07 13:36,Sat,14800,소양동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-12-07 13:39,Sat,30800,석사동,1,1,,,1,,1,,1,,,,1,,,,,1,,,,,
2019-12-07 13:50,Sat,14500,후평 3동,,,,,1,,1,,,,,,,,,,,1,,,,,
2019-12-07 13:55,Sat,28600,후평 3동,3,1,1,,,,,,1,,,,,,,,,1,,,,,
2019-12-07 14:02,Sat,13600,동면,,,,,,,,,,,,,,,,,,,,,,,
2019-12-07 14:34,Sat,19900,동면,2,,,,,,,1,,,,,,,,,,,,,,,
2019-12-07 14:35,Sat,15100,후평 3동,2,1,,,,,,,,,,,,,,,,,,,,,
2019-12-08 11:02,Sun,17300,신사우동,1,,,2,,,1,,,,,,,,,,,,,,,,
2019-12-08 11:11,Sun,27600,후평 2동,2,2,,,,,,,,,,,,,,,,2,,,,,
2019-12-08 11:22,Sun,20500,신사우동,,,,,,,3,,,,,,,,,,,1,1,,,,
2019-12-08 11:50,Sun,18000,후평 2동,,1,,,1,,,,,1,,,,,1,,,,,,,,
2019-12-08 12:11,Sun,15300,효자 2동,1,1,,,,,,,,,,,,,,1,,,,,,,
2019-12-08 12:22,Sun,15300,석사동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-12-08 12:33,Sun,23000,후평 2동,1,1,,1,,1,,,,,,,,,,,,1,,,,,
2019-12-08 12:41,Sun,22600,후평 1동,2,2,,1,,,,,,,,,,,,,,,,,,,
2019-12-08 12:49,Sun,30600,동면,2,1,,,,1,2,1,,,,,,,,,,,,,,,
2019-12-08 12:52,Sun,20300,후평 3동,1,1,1,,,,,1,,1,,,,,,,,,,,,,
2019-12-08 13:02,Sun,25400,효자 2동,3,,,,,,,,,2,,,,,,,,,,,,,
2019-12-08 13:12,Sun,15800,석사동,1,,,,,,1,,,,,,,,1,,,,,,,,
2019-12-08 13:22,Sun,15800,석사동,1,,,,,,1,,,,,,,,1,,,,,,,,
2019-12-08 13:44,Sun,28100,후평 2동,2,,,1,1,,1,,,1,,,,,,,,,,,,,
2019-12-08 13:57,Sun,17000,동면,,1,,1,,,,,,,,,,,,,,1,2,,,,
2019-12-08 13:57,Sun,18300,효자 3동,2,1,,1,,,,,,,,,,,,,,,,,,,
2019-12-08 14:06,Sun,16100,동면,2,,,1,,,,,,,,,,,,,,,1,,,,
2019-12-08 14:08,Sun,19800,효자 3동,1,,,,,1,,1,,,,,,,,,,1,,,,,
2019-12-08 14:57,Sun,25100,퇴계동,2,,1,,1,,1,1,,,,,,,,,,,,,,,
2019-12-08 11:03,Sun,17100,석사동,2,,,,,,,,,,,,,,1,,,,,,,,
2019-12-09 11:31,Mon,14800,효자 2동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-12-09 12:09,Mon,33100,동면,2,,1,,2,,2,1,,,,,,,,,,,,,,,
2019-12-09 13:22,Mon,15300,후평 2동,1,,,,,,1,1,,,,,,,,,,,,,,,
2019-12-09 13:35,Mon,29800,퇴계동,1,,,1,,,1,,,,,,,,,,,1,,2,,,
2019-12-09 13:54,Mon,15800,동면,1,,,,,,1,,,,,,,,,,,,,,1,,
2019-12-09 14:19,Mon,16600,석사동,2,,,1,,,,,,,,,,,,,,,,,,,
2019-12-09 17:01,Mon,17100,석사동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-12-11 11:26,Wed,15300,강남동,1,1,,1,,,,,,,,,,,,,,,,,,,
2019-12-11 11:36,Wed,15000,석사동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-12-11 11:36,Wed,22000,석사동,,,,1,1,,,,1,1,,,,,,,,,,,,,
2019-12-11 11:37,Wed,18800,동면,1,1,,1,,,1,,,,,,,,,,,,,,,,
2019-12-11 12:02,Wed,14000,후평 3동,1,,,,1,1,,,,,,,,,,,,,,,,,
2019-12-11 12:09,Wed,21500,후평 2동,,2,,,1,,,,,1,,,,,,,,1,,,,,
2019-12-11 13:32,Wed,21500,동면,,1,,,,,1,,2,,,,,,,,,1,,,,,
2019-12-11 14:08,Wed,17300,동면,1,2,,,,,,,1,,,,,,,,,,,,,,
2019-12-11 14:26,Wed,32000,소양동,,2,,,2,,,,2,,,,,,,,,2,,,,,
2019-12-11 15:05,Wed,14500,후평 3동,,1,1,1,1,,,,,,,,,,,,,,,,,,
2019-12-11 15:07,Wed,14300,후평 3동,1,,,1,1,,,,,,,,,,,,,,,,,,
2019-12-12 11:15,Thur,29200,후평 1동,4,1,,,,,1,,,,,,,,,,,,,,,,
2019-12-12 11:27,Thur,14800,효자 3동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-12-12 11:48,Thur,22300,신사우동,1,,,,,,3,,,,,,,,,,,,,,,,
2019-12-12 12:50,Thur,20600,근화동,2,1,2,,,,,,,,,,,,,,,,1,,,,
2019-12-12 12:57,Thur,23300,동면,1,,,3,,,,,,,,,,,,,,1,,,,,
2019-12-12 13:41,Thur,17400,석사동,3,,,,,,,,,,,,,,,,,,,,,,
2019-12-12 14:09,Thur,16300,근화동,1,,,,1,,,,1,,,,,,,,,,1,,,,
2019-12-12 14:34,Thur,16300,효자 2동,1,1,1,,,,,,,,,,1,,,,,,,,,,
2019-12-12 14:52,Thur,19500,동면,,1,1,,,1,,,1,,,,,,,,,,,,1,,
2019-12-12 17:22,Thur,21800,동면,,,,,,,1,1,,,,,,1,,1,,,1,,,,
2019-12-13 11:27,Fri,21100,석사동,2,,,1,,1,,,,,,,,,,,,,,,,,
2019-12-13 11:45,Fri,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,
2019-12-13 12:40,Fri,22800,동면,1,,,4,,,,,,,,,,,,,,,,,,,
2019-12-13 14:21,Fri,14800,동면,1,,,,1,1,,,,,,,,,,,,,,,,,
2019-12-13 15:53,Fri,16800,석사동,1,1,1,1,,,,,,,,,,,,,,,,,,,
2019-12-13 16:48,Fri,14000,후평 2동,,1,1,,1,,,,1,,,,,,,,,,,,,,
2019-12-14 11:51,Sat,40500,퇴계동,5,,,,,,3,,,,,,,,,,,,,,,,
2019-12-14 11:59,Sat,17300,효자 2동,1,2,,,1,,,,,,,,,,,,,,,,,,
2019-12-14 12:19,Sat,23800,후평 2동,1,,,,,3,,,1,,,,,,,,,,,,,,
2019-12-14 12:41,Sat,18300,동면,1,2,,,,,1,,,,,,,,,,,,,,,,
2019-12-14 12:51,Sat,19300,동면,1,,,,1,,1,,,,,,,,,,,,,1,,,
2019-12-14 13:14,Sat,15800,동면,1,,,,,,1,,,,,,1,,,,,,,,,,
2019-12-14 14:15,Sat,16800,석사동,1,,,,,,1,,,,,,1,,,,,,,,,,
2019-12-15 12:14,Sun,19300,효자 2동,1,,,,1,,,,,1,,,,,,,,,,1,,,
2019-12-15 12:14,Sun,26000,효자 1동,5,,,,,,,,,,,,,,,,,,,,,,
2019-12-15 13:41,Sun,15000,동면,,,,,,,,,1,,,,,,,1,,1,,,,,
2019-12-15 13:43,Sun,14000,동면,1,,,,,,,2,,,,,,,,,,,,,,,
2019-12-15 14:06,Sun,45400,동면,3,,,3,,2,,2,,,,,,,,,,,,,,,
2019-12-15 14:46,Sun,21800,신사우동,2,,,,,,1,,,,,,,,,,,,,,1,,
2019-12-15 15:16,Sun,15300,효자 3동,1,,,,,,1,1,,,,,,,,,,,,,,,
2019-12-15 15:53,Sun,17100,석사동,2,,,,,,,,,,,,1,,,,,,,,,,
2019-12-16 11:12,Mon,15300,동면,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-12-16 11:41,Mon,18900,조운동,3,,,,,,,,,,,,,,,,,,1,,,,
2019-12-16 12:07,Mon,14100,후평 2동,1,,,,,,,,1,,,,,1,,,,,,,,,
2019-12-16 12:58,Mon,14800,효자 2동,1,,,,,,,,1,,,,,,,,,,,1,,,
2019-12-16 13:21,Mon,16800,동내면,1,,,,,,1,,,,,,,,,,,1,,,,,
2019-12-16 13:37,Mon,14500,후평 1동,,1,,,,1,1,,,,,,,,,,,,,,,,
2019-12-16 14:26,Mon,20300,효자 3동,1,,,,,,1,,,,,,2,,,,,,,,,,
2019-12-16 14:31,Mon,23600,근화동,3,,,,1,,,,,,,,,,,,,1,,,,,
2019-12-16 14:32,Mon,19500,효자 2동,,,,,,1,1,1,,,,,,,,,,1,,,,,
2019-12-18 11:22,Wed,52800,석사동,5,,,,,,1,,1,,,,,1,,,,1,1,,,,
2019-12-18 12:39,Wed,14000,후평 3동,1,1,,,,1,,,,,,,,,,,,,,,,,
2019-12-18 12:45,Wed,19600,동면,2,1,,,,,1,,,,,,,,,,,,,,,,
2019-12-18 13:28,Wed,14100,동면,2,,,,,,,,,,,,,,,,,,1,,,,
2019-12-18 13:51,Wed,19600,동면,2,1,,,,,,,,,,,,,,,1,,,,,,
2019-12-18 14:40,Wed,15500,효자 3동,,,,,,,,,,,,,3,,,,,,,,,,
2019-12-18 15:05,Wed,19100,후평 2동,2,,,,,,,1,1,,,,,,,,,,,,,,
2019-12-18 15:23,Wed,51200,효자 2동,2,,,,2,,,,2,,,,,2,2,,,2,,,,,
2019-12-19 11:29,Thur,24800,동면,1,,,,2,,,1,1,,,,,,,,,,,,,,
2019-12-19 11:45,Thur,35300,석사동,1,1,,,1,,1,,2,,,,,,1,,,1,,,,,
2019-12-19 12:16,Thur,14300,효자 2동,1,1,1,,,,,,,,,,,,,,,,1,,,,
2019-12-19 12:17,Thur,15800,동면,1,,,,,,2,,,,,,,,,,,,,,,,
2019-12-19 13:02,Thur,15600,후평 3동,2,,,,,,,,,,,,,,,,,,,,,,1
2019-12-19 13:04,Thur,16400,후평 3동,3,,,,,,,,,,,,,,,,,,,,,,
2019-12-19 13:06,Thur,32500,동면,,1,1,,2,,1,,2,,,,1,,,,,,1,,,,
2019-12-19 13:21,Thur,14300,동면,,2,1,,,,,,,,,,,1,,,,,,,,,
2019-12-19 13:53,Thur,16600,소양동,2,,,,,,,,,,,,,,,,,,2,,,,
2019-12-20 11:18,Fri,16800,석사동,1,,,,,,1,,,,,,,,,,,1,,,,,
2019-12-20 11:53,Fri,16300,퇴계동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-12-20 13:29,Fri,21600,강남동,2,,,,,,,,,2,,,,,,,,,,,,,
2019-12-20 14:29,Fri,19300,근화동,1,1,,,,,1,,,,,,,,,,,1,,,,,
2019-12-20 15:37,Fri,16800,석사동,1,1,1,1,,,,,,,,,,,,,,,,,,,
2019-12-20 16:43,Fri,31100,석사동,2,2,,,2,,,,,,,,,,,,,1,,,,,
2019-12-21 11:04,Sat,15100,후평 3동,1,,,,,,1,,,,,,,1,,,,,,,,,
2019-12-21 11:52,Sat,14800,효자 2동,1,,,,,,,,1,,,,,,,,,1,,,,,
2019-12-21 12:02,Sat,19800,후평 2동,1,,,1,,,,,,,,,,,,,,1,,,1,,
2019-12-21 12:17,Sat,15300,후평 1동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-12-21 12:24,Sat,25300,동면,1,,,2,,,,,1,1,,,,,,,,,1,,,,
2019-12-21 13:29,Sat,18500,후평 2동,,,,,4,,,,,,,,,,,,,,1,,,,
2019-12-21 13:58,Sat,20000,퇴계동,,1,,,1,,,1,1,,,,,,,,,,1,,,,
2019-12-21 14:18,Sat,15800,효자 3동,1,,,,,1,1,,,,,,,,,,,,,,,,
2019-12-21 14:28,Sat,18500,후평 1동,,,,,,,,1,1,,,,1,,,,,1,,,,,
2019-12-21 14:43,Sat,30900,효자 2동,2,,,,1,,,1,1,,,,,1,,,,1,,,,,
2019-12-22 11:05,Sun,14800,후평 3동,1,,,,1,,,,,,,,,,,,,,,1,,,
2019-12-22 11:33,Sun,46000,동면,2,3,,,4,,,,,,,,,,1,,,1,1,,,,
2019-12-22 11:38,Sun,19300,동면,1,,,,,,1,,1,,,,,,,,,1,,,,,
2019-12-22 12:21,Sun,19300,석사동,1,,,2,,,,,1,,,,,,,,,,,,,,
2019-12-22 13:54,Sun,15300,효자 2동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-12-22 14:03,Sun,16000,후평 2동,,4,,,,,,,,,,,,,,,,,,,,,
2019-12-22 14:17,Sun,20300,석사동,1,1,,,,,,,,,,,,,,,,1,,1,,,
2019-12-22 14:35,Sun,19300,후평 1동,1,,,2,,,1,,,,,,,,,,,,,,,,
2019-12-22 14:45,Sun,19000,후평 1동,,,,,1,,1,,,,,,,,1,,,1,,,,,
2019-12-22 15:10,Sun,15000,효자 2동,,,,1,,1,1,,,,,,,,,,,,,,,,
2019-12-22 15:53,Sun,19600,효자 2동,2,,,,1,,1,,,,,,,,,,,,,,,,
2019-12-23 11:31,Mon,26100,석사동,2,,,,,,,1,,1,,,,,,1,,,,,,,
2019-12-23 12:06,Mon,23800,후평 2동,1,,,,,,1,2,,,,,1,,,,,,,,,,
2019-12-23 13:05,Mon,25600,동면,2,,,1,,,,,,,,,,,,1,,,2,,,,
2019-12-23 13:37,Mon,27300,후평 2동,1,,,2,1,,,,,,,,1,,,,,1,,,,,
2019-12-23 13:57,Mon,30300,신사우동,1,,,,,3,,,1,,,,1,,,,,,,,,,
2019-12-23 14:42,Mon,19500,퇴계동,,,,,1,,1,,1,,,,,,,,,,2,,,,
2019-12-23 15:03,Mon,14000,후평 1동,1,1,,,,,,,,,,,,,,,,1,,,,,
2019-12-24 11:13,Tues,15300,동면,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-12-24 11:17,Tues,21400,조운동,3,,,,,,,,,,,,,,,,,,2,,,,
2019-12-24 13:14,Tues,19300,후평 1동,,,,,,,1,,,,,,,1,,1,,,,,,,1
2019-12-25 11:29,Wed,24100,동면,2,1,,,,,1,,,,,,,,,,,1,,,,,
2019-12-25 11:55,Wed,15300,후평 1동,1,1,1,,1,,,,,,,,,,,,,,,,,,
2019-12-25 12:16,Wed,14800,소양동,1,,,,1,,1,,,,,,,,,,,,,,,,
2019-12-25 14:47,Wed,20000,교동,,,,1,,,1,,,,,,,,,1,,,,1,,,
2019-12-25 15:00,Wed,18300,후평 2동,1,,,,2,1,,,,,,,,,,,,,,,,,
2019-12-25 17:14,Wed,17000,후평 2동,,3,,,,,,,,,,,,,,,,,,1,,,
2019-12-26 12:16,Thur,20500,효자 2동,,1,1,,,,1,,,,,,,,,,,1,,1,,,
2019-12-26 12:18,Thur,26600,석사동,2,,,,,,1,,,,,,1,,,1,,,,,,,
2019-12-26 13:47,Thur,14500,후평 3동,,,,,1,,2,,,,,,,,,,,,,,,,
2019-12-26 14:06,Thur,15600,교동,2,,,1,,,,,,,,,,,,,,,,,,,
2019-12-26 15:18,Thur,15300,퇴계동,,,,,,,,1,,,,,,1,,,,1,,,,,
2019-12-27 11:39,Fri,16300,효자 3동,1,1,1,,,,1,,,,,,,,,,,,,,,,
2019-12-27 12:45,Fri,15800,조운동,1,,,,,,1,,,,,,,,,,,1,,,,,
2019-12-27 12:49,Fri,15000,동면,,,,,1,,,,2,,,,,,,,,,1,,,,
2019-12-28 11:10,Sat,16100,소양동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-12-28 11:48,Sat,14800,효자 3동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-12-28 12:04,Sat,17000,후평 3동,,1,2,,,,,1,,,,,,,,,,1,,,,,
2019-12-28 12:09,Sat,22300,후평 3동,1,,,,,,,1,,,,,,,2,,,,1,,,,
2019-12-28 12:35,Sat,20900,후평 1동,3,,,,,,1,,,,,,,,,,,,,,,,
2019-12-28 13:09,Sat,35600,후평 1동,7,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 13:12,Sat,18800,후평 2동,1,,,1,,,,,1,,,,,,,,,1,,,,,
2019-12-28 13:31,Sat,21500,교동,,,,,3,1,1,,,,,,,,,,,,,,,,
2019-12-28 13:47,Sat,18800,동면,1,1,,1,,,1,,,,,,,,,,,,,,,,
2019-12-28 14:20,Sat,22000,석사동,,,,,,,,,,,,,,,2,2,,,,,,,
2019-12-28 14:51,Sat,17000,퇴계동,,,,,4,,,,,,,,,,,,,,,,,,
2019-12-28 14:55,Sat,21500,퇴계동,,2,,,,,1,,2,,,,,,,,,,,,,,
2019-12-28 14:58,Sat,24300,후평 2동,1,1,,,,,,,,1,,,,,,1,,,,,,,
2019-12-28 15:52,Sat,19300,후평 3동,1,,,,1,,,1,,,,,,,,,,,2,,,,
2019-12-28 16:18,Sat,58900,동면,3,2,,,4,,3,2,,,,,,,,,,,,,,,
2019-12-28 16:38,Sat,21100,동면,2,,,,,,,,,1,,,,,,1,,,,,,,
2019-12-29 11:16,Sun,14000,조운동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-12-29 11:34,Sun,15300,교동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-12-29 12:11,Sun,15300,동면,1,,,,,,,1,,,,,,,,,,1,,,,,
2019-12-29 12:24,Sun,23900,후평 1동,4,1,,,,,,,,,,,,,,,,,,,,,
2019-12-29 12:39,Sun,14800,동면,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-12-29 12:52,Sun,23800,효자 3동,2,1,,,,,1,,,,,,,,,1,,,,,,,
2019-12-29 13:03,Sun,19800,효자 3동,,1,1,,,,,,,,,,,1,,,,1,,1,,,
2019-12-29 13:34,Sun,14800,후평 3동,1,,,,,,,,1,,,,,,1,,,,,,,,
2019-12-29 13:43,Sun,15800,효자 1동,1,,,,,,,1,,,,,,,,1,,,,,,,
2019-12-29 14:26,Sun,14800,동면,1,,,,,,,,1,,,,,,,,,,,1,,,
2019-12-29 14:32,Sun,15000,후평 3동,,,,1,,,1,,,,,,,,1,,,,,,,,
2019-12-29 14:39,Sun,14000,후평 2동,,1,,1,,1,,,,,,,,,,,,,,,,,
2019-12-29 14:42,Sun,22800,동면,1,,,1,,,,1,1,,,,,,,,,,,1,,,
2019-12-29 16:02,Sun,25500,신사우동,,1,,1,,,,,,1,,,,,,,,1,2,,,,
2019-12-30 11:27,Mon,19800,동면,1,,,1,,,1,,,,,,,,,,,1,,,,,
2019-12-30 11:44,Mon,15300,석사동,1,1,1,,,,,,,,,,,,,,,,1,,,,
2019-12-30 12:23,Mon,91300,석사동,6,,,,,,6,,6,,,,,,2,,,,1,,,,
2019-12-30 14:35,Mon,53900,신사우동,3,1,,,4,,,,,2,,,,,,,,2,,,,,
2019-12-30 15:12,Mon,16100,효자 1동,2,,,,,,1,,,,,,,,,,,,,,,,
2019-12-30 15:22,Mon,26100,퇴계동,2,,,,,,,,,,,,2,,,,,1,,,,,
2019-12-30 15:44,Mon,15800,조운동,1,,,,,,,,,,,,,,,,,,2,,,,1
2020-01-02 11:22,Thur,15000,석사동,,1,1,,1,,,,1,,,,,,,,,,,,,,
2020-01-02 11:23,Thur,20300,동면,1,,,,,,1,,,,,,,,1,,,1,,,,,
2020-01-02 11:33,Thur,42900,퇴계동,3,,,,1,,,,,1,,,,,1,,,1,,,,,1
2020-01-02 12:17,Thur,16500,후평 3동,,1,,1,,1,,,,,,,,,,,,,1,,,,
2020-01-02 12:27,Thur,14300,효자 2동,2,1,,,,,,,,,,,,,,,,,,,,,
2020-01-02 12:33,Thur,14800,후평 1동,1,1,,,,,1,,,,,,,,,,,,,,,,
2020-01-02 12:50,Thur,29300,효자 3동,1,,,,,,1,,,,,,1,,,,,1,,,,,
2020-01-02 14:06,Thur,17600,퇴계동,2,1,1,,,,,,,,,,,,,,,,,,,,
2020-01-02 14:16,Thur,16500,후평 2동,,,,,1,,,1,2,,,,,,,,,,,,,,
2020-01-02 15:40,Thur,46900,신사우동,8,,,,,,1,,,,,,,,,,,,,,,,
2020-01-03 11:03,Fri,21600,퇴계동,2,,,,,,,,,,,,,,1,,,,,1,,,
2020-01-03 11:14,Fri,15500,소양동,,,,,,,,,,,,,1,,1,,,1,,,,,
2020-01-03 11:17,Fri,20300,퇴계동,1,,,,1,,1,,,,,,,,,,,1,,,,,
2020-01-03 11:59,Fri,16300,후평 3동,1,,,,,,,,,1,,,,,,,,,2,,,,
2020-01-03 13:44,Fri,17300,후평 3동,1,1,,,,,1,,,,,,,,,,,,1,,,,
2020-01-03 14:05,Fri,17000,후평 3동,,1,,,1,,,,,,,,,,1,,,,,,,,
2020-01-03 14:17,Fri,43100,효자 1동,2,,,,,,4,,,,,,,,2,,,1,,,,,
2020-01-03 14:18,Fri,18000,강남동,,1,,,2,,,,,,,,,,,,,1,,,,,
2020-01-03 15:41,Fri,16100,효자 2동,2,,,,,,,,,,,,,,,,,1,,,,,
2020-01-03 16:06,Fri,17300,조운동,,1,,,,1,,,1,,,,,1,,,,,,,,,
2020-01-03 16:25,Fri,15100,효자 2동,1,,,,,,,,,,,,,1,,,,1,,,,,
2020-01-03 17:23,Fri,20600,후평 2동,2,,,,,,,,,,,,,,,,,2,,,,,
2020-01-04 11:03,Sat,23800,동면,1,,,,,1,1,,1,,,,,,,,1,,,,,,
2020-01-04 11:10,Sat,14800,후평 3동,1,,,1,,,,1,,,,,,,,,,,,,,,
2020-01-04 12:51,Sat,24800,동내면,2,1,,,,,,,,,,,,,,1,,1,,,,,
2020-01-04 14:36,Sat,15300,후평 1동,1,,,1,,1,,,,,,,,,,,,,,,,,
2020-01-04 14:52,Sat,17400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,
2020-01-04 16:02,Sat,15100,후평 3동,1,,,,,,,,,,,,,1,,,,,,1,,,
2020-01-04 17:23,Sat,16500,후평 3동,,,,,,,,,,,,,,,,,,1,4,,,,
2020-01-05 11:03,Sun,16800,석사동,1,,,,,,,,,,,,1,,,,,1,,,,,
2020-01-05 11:10,Sun,18600,동면,2,,,,,,,,,1,,,,,,,,,1,,,,
2020-01-05 11:13,Sun,26700,후평 1동,4,,1,1,,,,,,,,,,,,,,,,,,,
2020-01-05 11:19,Sun,14300,교동,1,,,,,,,1,1,,,,,,,,,,,,,,
2020-01-05 11:23,Sun,18000,교동,,,,1,,,1,,,,,,,,,1,,,1,,,,
2020-01-05 12:15,Sun,16400,근화동,3,,,,,,,,,,,,,,,,,,,,,,
2020-01-05 12:37,Sun,14300,동면,1,1,,,,,,1,,,,,,,,,,,,,,,
2020-01-05 13:49,Sun,20300,퇴계동,1,,,,1,,1,,,,,,,,,,,1,,,,,
2020-01-05 13:59,Sun,14500,후평 1동,,,,,1,,,1,,,,,,,,,,,2,,,,
2020-01-05 14:06,Sun,23800,동면,1,1,,,,,1,,,,,,,,,,,1,,1,,,
2020-01-05 14:46,Sun,18300,후평 2동,1,1,,,1,,,,,,,,,,,,,1,,,,,
2020-01-05 14:54,Sun,14300,교동,1,1,,1,,,,,,,,,,,,,,,,,,,
2020-01-05 15:06,Sun,24400,후평 2동,1,1,,,,,,,,,,,1,,,,,,,,,,
2020-01-05 16:54,Sun,15300,후평 3동,1,,,1,,,,,,,,,,,,,,1,,,,,
2020-01-05 17:25,Sun,19600,동면,2,,,,,,,,1,,,,,,,,,1,,,,,
2020-01-06 12:25,Mon,14800,동면,1,1,,,,1,,,,,,,,,,,,,,,,,
2020-01-06 12:30,Mon,30800,후평 2동,1,1,,,2,,2,,,,,,,,,,,1,,,,,
2020-01-06 12:43,Mon,18300,후평 3동,1,,,,1,,,,1,,,,,,1,,,,,,,,
2020-01-06 12:50,Mon,17300,동면,,,,,2,,1,,,,,,,1,,,,,,,,,
2020-01-06 16:00,Mon,14300,동면,1,,,1,,,,,1,,,,,,,,,,,,,,
2020-01-06 16:30,Mon,14000,후평 2동,,,1,,2,,,,1,,,,,,,,,,,,,,
2020-01-08 11:15,Wed,18100,효자 2동,3,,,,,,,,,,,,,,,,,,1,,,,
2020-01-08 11:26,Wed,26000,후평 1동,5,,,,,,,,,,,,,,,,,,,,,,
2020-01-08 12:42,Wed,22600,소양동,2,1,,,1,,,1,,,,,,,,,,,,,,,
2020-01-08 12:47,Wed,30300,신사우동,1,,,,1,3,1,,,,,,,,,,,,,,,,
2020-01-08 13:08,Wed,21200,후평 3동,4,,,,,,,,,,,,,,,,,,,,,,
2020-01-08 13:15,Wed,41400,후평 3동,3,,,,2,,2,,,,,,,,,,,2,,,,,
2020-01-08 13:31,Wed,18300,퇴계동,1,2,,,,,,,1,,,,,,,,,,,,,,
2020-01-08 15:19,Wed,27200,동내면,4,,,,,,,,,,,,,,,,,,2,,,,
2020-01-08 15:42,Wed,19800,교동,2,,,,,,1,,,,,,1,,,,,,,,,,
2020-01-08 16:33,Wed,26900,신사우동,3,,,1,,,,,,,,,,,,,,1,,,,,
2020-01-09 11:12,Thur,35700,석사동,4,,,,,,2,,,,,,,,1,,,,,,,,
2020-01-09 11:39,Thur,28300,후평 2동,2,1,1,,1,,,,,,,,,,1,,,1,,,,,
2020-01-09 12:09,Thur,17000,후평 2동,2,2,,,,,,,,,,,,,,,,,,,,,
2020-01-09 12:27,Thur,28800,동면,1,,,,,,2,,1,,,,,,,,,1,2,,,,
2020-01-09 12:34,Thur,18300,후평 3동,1,2,,,,,1,,,,,,,,,,,,,,,,
2020-01-09 13:44,Thur,21900,후평 3동,2,,,1,,,,,,,,,,1,,,,,1,,,,
2020-01-09 13:59,Thur,19800,조운동,1,,,1,,,1,,,,,,,,,,,1,,,,,
2020-01-09 15:22,Thur,23300,동면,1,1,,,,,,,1,,,,,,,,,1,2,,,,
2020-01-09 15:42,Thur,19600,효자 3동,2,1,,,,,,,,,,,,,1,,,,,,,,
2020-01-09 15:59,Thur,17600,소양동,2,1,,,,,,,,,,,,,,,,,1,,,,
2020-01-09 16:00,Thur,14800,효자 2동,1,1,,,,,,,,,,,,,1,,,,,,,,
2020-01-09 17:00,Thur,14800,후평 1동,1,,,,1,,,,,,,,,,1,,,,,,,,
2020-01-10 11:07,Fri,16300,석사동,1,,,,,,1,1,,,,,,,,,,,,,,,
2020-01-10 12:51,Fri,21800,동면,1,,,1,,,,1,,,,,,,,,,,1,1,,,
2020-01-10 12:57,Fri,19600,후평 1동,2,,,,,,1,,1,,,,,,,,,,,,,,
2020-01-10 13:42,Fri,20100,후평 3동,2,,,,,,,1,,,,,1,,,,,,,,,,
2020-01-10 13:51,Fri,15800,후평 1동,1,,,,,,1,,,,,,,,,,,,,1,,,
2020-01-10 14:11,Fri,14300,동면,1,,,1,,,,,1,,,,,,,,,,,,,,
2020-01-10 14:48,Fri,19300,강남동,1,,,,,,,,,,,,,,,,,2,1,,,,
2020-01-10 15:10,Fri,19300,교동,1,1,1,1,1,,,,,,,,,,,,,,,,,,
2020-01-11 11:03,Sat,29000,효자 2동,,,,,,,6,,,,,,,,,,,,,,,,
2020-01-11 13:03,Sat,20600,후평 3동,2,,,,,,2,,,,,,,,,,,,,,,,
2020-01-11 13:11,Sat,15100,소양동,1,,,,,,1,,,,,,,1,,,,,,,,,
2020-01-11 13:16,Sat,19600,퇴계동,2,,,,1,,,,1,,,,,,,,,,,,,,
2020-01-11 14:09,Sat,14800,효자 2동,2,,,1,,,,,,,,,,,,,,,,,,,
2020-01-11 14:19,Sat,18300,후평 3동,1,,,,2,,,,,,,,,,1,,,,,,,,
2020-01-11 15:10,Sat,15800,후평 2동,1,,,,,,,,,,,,,,,,1,1,,,,,
2020-01-11 15:42,Sat,15800,소양동,1,,,,,,,,,,,,,,2,,,,,,,,
2020-01-12 11:03,Sun,17300,후평 2동,2,,,,,,,1,,,,,,,,,,,1,,,,
